Id,Category
812,1
813,1
814,1
815,1
816,1
817,2
818,1
819,1
820,1
821,3
822,1
823,0
824,1
825,4
826,1
827,1
828,2
829,3
830,1
831,3
832,3
833,2
834,2
835,1
836,2
837,1
838,1
839,2
840,3
841,4
842,1
843,1
844,4
845,1
846,3
847,1
848,3
849,2
850,1
851,1
852,3
853,1
854,1
855,4
856,1
857,1
858,3
859,1
860,1
861,1
862,3
863,1
864,1
865,0
866,3
867,1
868,2
869,1
870,3
871,2
872,2
873,1
874,2
875,1
876,1
877,4
878,1
879,1
880,1
881,1
882,1
883,1
884,3
885,1
886,1
887,3
888,1
889,1
890,3
891,1
892,0
893,1
894,3
895,1
896,2
897,1
898,2
899,1
900,3
901,1
902,4
903,2
904,3
905,0
906,1
907,1
908,1
909,2
910,1
911,1
912,2
913,1
914,1
915,1
916,3
917,1
918,1
919,2
920,3
921,1
922,2
923,1
924,1
925,1
926,2
927,1
928,2
929,0
930,4
931,2
932,2
933,1
934,2
935,2
936,1
937,1
938,1
939,1
940,1
941,2
942,2
943,2
944,1
945,2
946,4
947,2
948,1
949,2
950,2
951,2
952,3
953,1
954,3
955,1
956,2
957,1
958,2
959,1
960,3
961,1
962,2
963,1
964,2
965,3
966,4
967,1
968,1
969,1
970,1
971,4
972,2
973,2
974,2
975,1
976,1
977,4
978,1
979,1
980,2
981,1
982,1
983,3
984,4
985,1
986,1
987,3
988,4
989,1
990,3
991,1
992,2
993,3
994,1
995,4
996,1
997,3
998,1
999,2
1000,1
1001,0
1002,1
1003,1
1004,1
1005,1
1006,3
1007,1
1008,3
1009,2
1010,1
1011,1
1012,4
1013,1
1014,1
1015,2
1016,2
1017,1
1018,1
1019,2
1020,1
1021,1
1022,1
1023,2
1024,1
1025,3
1026,0
1027,2
1028,1
1029,3
1030,2
1031,1
1032,1
1033,2
1034,0
1035,2
1036,2
1037,3
1038,1
1039,1
1040,0
1041,3
1042,2
1043,1
1044,1
1045,1
1046,2
1047,1
1048,1
1049,1
1050,3
1051,3
1052,3
1053,1
1054,0
1055,1
1056,1
1057,0
1058,1
1059,2
1060,1
1061,1
1062,4
1063,3
1064,3
1065,4
1066,1
1067,0
1068,1
1069,1
1070,1
1071,3
1072,1
1073,4
1074,3
1075,1
1076,1
1077,1
1078,1
1079,2
1080,1
1081,1
1082,0
1083,2
1084,1
1085,1
1086,2
1087,1
1088,1
1089,1
1090,3
1091,1
1092,2
1093,1
1094,1
1095,2
1096,1
1097,2
1098,1
1099,1
1100,1
1101,2
1102,3
1103,1
1104,2
1105,3
1106,2
1107,1
1108,1
1109,2
1110,1
1111,1
1112,1
1113,2
1114,1
1115,3
1116,4
1117,1
1118,1
1119,2
1120,1
1121,1
1122,1
1123,2
1124,1
1125,3
1126,1
1127,3
1128,2
1129,2
1130,1
1131,1
1132,1
1133,3
1134,0
1135,1
1136,1
1137,1
1138,3
1139,2
1140,1
1141,1
1142,0
1143,2
1144,0
1145,3
1146,1
1147,2
1148,2
1149,2
1150,1
1151,1
1152,3
1153,1
1154,0
1155,1
1156,1
1157,2
1158,1
1159,1
1160,4
1161,3
1162,2
1163,1
1164,3
1165,1
1166,2
1167,2
1168,3
1169,1
1170,1
1171,3
1172,2
1173,1
1174,1
1175,2
1176,1
1177,1
1178,1
1179,1
1180,0
1181,1
1182,0
1183,2
1184,3
1185,1
1186,1
1187,2
1188,1
1189,3
1190,2
1191,2
1192,2
1193,4
1194,3
1195,2
1196,1
1197,1
1198,1
1199,2
1200,1
1201,1
1202,2
1203,2
1204,1
1205,2
1206,1
1207,1
1208,2
1209,2
1210,1
1211,1
1212,0
1213,1
1214,3
1215,1
1216,3
1217,1
1218,3
1219,2
1220,1
1221,1
1222,1
1223,3
1224,1
1225,2
1226,2
1227,2
1228,2
1229,2
1230,0
1231,1
1232,3
1233,3
1234,2
1235,3
1236,1
1237,1
1238,1
1239,2
1240,1
1241,0
1242,2
1243,4
1244,1
1245,2
1246,1
1247,1
1248,1
1249,2
1250,1
1251,1
1252,1
1253,1
1254,3
1255,1
1256,1
1257,2
1258,3
1259,4
1260,3
1261,2
1262,3
1263,1
1264,3
1265,1
1266,3
1267,3
1268,1
1269,2
1270,1
1271,1
1272,4
1273,1
1274,1
1275,1
1276,1
1277,1
1278,0
1279,1
1280,1
1281,1
1282,3
1283,1
1284,1
1285,3
1286,1
1287,1
1288,3
1289,1
1290,3
1291,1
1292,1
1293,1
1294,0
1295,0
1296,1
1297,4
1298,1
1299,1
1300,1
1301,1
1302,1
1303,2
1304,1
1305,1
1306,2
1307,1
1308,1
1309,2
1310,1
1311,3
1312,1
1313,2
1314,1
1315,4
1316,2
1317,3
1318,1
1319,2
1320,2
1321,1
1322,2
1323,1
1324,2
1325,1
1326,3
1327,1
1328,3
1329,1
1330,1
1331,2
1332,1
1333,2
1334,1
1335,3
1336,2
1337,1
1338,1
1339,2
1340,1
1341,1
1342,1
1343,3
1344,4
1345,1
1346,1
1347,2
1348,1
1349,2
1350,1
1351,1
1352,2
1353,3
1354,1
1355,1
1356,1
1357,4
1358,1
1359,2
1360,4
1361,4
1362,2
1363,3
1364,2
1365,1
1366,1
1367,0
1368,2
1369,3
1370,1
1371,2
1372,1
1373,1
1374,1
1375,1
1376,1
1377,1
1378,4
1379,1
1380,2
1381,1
1382,1
1383,1
1384,3
1385,1
1386,3
1387,4
1388,1
1389,1
1390,1
1391,1
1392,1
1393,1
1394,1
1395,2
1396,3
1397,1
1398,0
1399,1
1400,0
1401,1
1402,1
1403,1
1404,1
1405,2
1406,4
1407,2
1408,0
1409,1
1410,0
1411,1
1412,2
1413,2
1414,2
1415,1
1416,1
1417,1
1418,2
1419,1
1420,1
1421,1
1422,2
1423,1
1424,2
1425,1
1426,1
1427,4
1428,1
1429,2
1430,3
1431,3
1432,2
1433,2
1434,2
1435,1
1436,1
1437,1
1438,3
1439,0
1440,1
1441,1
1442,1
1443,3
1444,1
1445,2
1446,1
1447,1
1448,1
1449,1
1450,1
1451,1
1452,4
1453,1
1454,1
1455,2
1456,1
1457,1
1458,0
1459,1
1460,3
1461,1
1462,1
1463,2
1464,1
1465,4
1466,4
1467,2
1468,2
1469,2
1470,0
1471,0
1472,1
1473,1
1474,1
1475,2
1476,1
1477,1
1478,1
1479,0
1480,2
1481,1
1482,1
1483,1
1484,1
1485,4
1486,1
1487,4
1488,1
1489,1
1490,1
1491,3
1492,1
1493,4
1494,1
1495,1
1496,1
1497,1
1498,2
1499,3
1500,1
1501,1
1502,1
1503,1
1504,2
1505,1
1506,1
1507,1
1508,2
1509,1
1510,2
1511,2
1512,1
1513,2
1514,1
1515,1
1516,0
1517,1
1518,3
1519,1
1520,1
1521,1
1522,2
1523,1
1524,0
1525,1
1526,2
1527,1
1528,1
1529,1
1530,3
1531,1
1532,2
1533,1
1534,2
1535,2
1536,1
1537,1
1538,1
1539,0
1540,1
1541,3
1542,1
1543,2
1544,2
1545,3
1546,1
1547,4
1548,1
1549,1
1550,0
1551,1
1552,1
1553,1
1554,1
1555,1
1556,1
1557,1
1558,2
1559,1
1560,3
1561,1
1562,1
1563,2
1564,1
1565,2
1566,2
1567,4
1568,3
1569,2
1570,0
1571,1
1572,1
1573,1
1574,2
1575,3
1576,1
1577,1
1578,1
1579,1
1580,0
1581,1
1582,1
1583,3
1584,1
1585,3
1586,4
1587,3
1588,2
1589,2
1590,1
1591,1
1592,3
1593,2
1594,1
1595,1
1596,1
1597,1
1598,0
1599,1
1600,2
1601,1
1602,1
1603,3
1604,2
1605,1
1606,3
1607,1
1608,1
1609,3
1610,1
1611,2
1612,1
1613,2
1614,1
1615,1
1616,1
1617,3
1618,1
1619,1
1620,1
1621,3
1622,2
1623,2
1624,1
1625,1
1626,1
1627,1
1628,0
1629,1
1630,1
1631,3
1632,1
1633,4
1634,3
1635,1
1636,1
1637,1
1638,2
1639,1
1640,2
1641,1
1642,1
1643,1
1644,1
1645,1
1646,1
1647,2
1648,1
1649,1
1650,3
1651,2
1652,2
1653,1
1654,2
1655,2
1656,1
1657,3
1658,4
1659,2
1660,2
1661,1
1662,2
1663,1
1664,1
1665,3
1666,3
1667,1
1668,4
1669,2
1670,0
1671,3
1672,1
1673,1
1674,1
1675,1
1676,2
1677,1
1678,1
1679,1
1680,1
1681,1
1682,1
1683,1
1684,2
1685,3
1686,1
1687,2
1688,2
1689,1
1690,3
1691,3
1692,1
1693,2
1694,3
1695,4
1696,1
1697,1
1698,3
1699,1
1700,3
1701,2
1702,4
1703,2
1704,1
1705,1
1706,1
1707,1
1708,1
1709,1
1710,2
1711,2
1712,1
1713,1
1714,1
1715,1
1716,4
1717,3
1718,1
1719,1
1720,2
1721,1
1722,1
1723,1
1724,1
1725,0
1726,1
1727,1
1728,2
1729,1
1730,1
1731,1
1732,1
1733,3
1734,3
1735,2
1736,1
1737,1
1738,2
1739,2
1740,1
1741,1
1742,1
1743,1
1744,1
1745,3
1746,1
1747,3
1748,2
1749,3
1750,1
1751,1
1752,1
1753,1
1754,2
1755,1
1756,1
1757,2
1758,1
1759,2
1760,3
1761,2
1762,1
1763,1
1764,2
1765,4
1766,3
1767,1
1768,0
1769,1
1770,1
1771,2
1772,3
1773,2
1774,1
1775,2
1776,1
1777,1
1778,1
1779,2
1780,1
1781,1
1782,1
1783,1
1784,1
1785,1
1786,1
1787,2
1788,1
1789,1
1790,2
1791,0
1792,2
1793,1
1794,2
1795,1
1796,1
1797,3
1798,2
1799,1
1800,1
1801,1
1802,3
1803,3
1804,2
1805,1
1806,1
1807,1
1808,1
1809,2
1810,3
1811,1
1812,1
1813,1
1814,1
1815,1
1816,2
1817,3
1818,3
1819,2
1820,3
1821,2
1822,1
1823,0
1824,3
1825,1
1826,1
1827,0
1828,1
1829,3
1830,4
1831,2
1832,1
1833,1
1834,2
1835,0
1836,1
1837,1
1838,2
1839,1
1840,2
1841,1
1842,0
1843,2
1844,3
1845,1
1846,1
1847,1
1848,1
1849,1
1850,2
1851,1
1852,4
1853,1
1854,1
1855,2
1856,1
1857,1
1858,1
1859,1
1860,0
1861,1
1862,0
1863,1
1864,2
1865,0
1866,2
1867,4
1868,1
1869,2
1870,3
1871,1
1872,3
1873,3
1874,1
1875,0
1876,3
1877,1
1878,1
1879,2
1880,1
1881,4
1882,3
1883,1
1884,1
1885,1
1886,1
1887,1
1888,1
1889,4
1890,3
1891,1
1892,1
1893,1
1894,1
1895,1
1896,3
1897,1
1898,2
1899,1
1900,1
1901,0
1902,2
1903,3
1904,2
1905,1
1906,1
1907,4
1908,1
1909,3
1910,2
1911,1
1912,0
1913,3
1914,1
1915,1
1916,2
1917,2
1918,2
1919,2
1920,3
1921,3
1922,1
1923,3
1924,0
1925,1
1926,1
1927,1
1928,1
1929,1
1930,2
1931,2
1932,1
1933,2
1934,2
1935,2
1936,3
1937,0
1938,1
1939,0
1940,1
1941,2
1942,1
1943,1
1944,1
1945,2
1946,1
1947,3
1948,1
1949,4
1950,1
1951,1
1952,1
1953,2
1954,1
1955,1
1956,2
1957,3
1958,2
1959,1
1960,3
1961,1
1962,0
1963,1
1964,0
1965,3
1966,2
1967,4
1968,1
1969,4
1970,1
1971,1
1972,1
1973,2
1974,3
1975,1
1976,4
1977,1
1978,2
1979,3
1980,1
1981,2
1982,3
1983,1
1984,3
1985,2
1986,0
1987,4
1988,2
1989,3
1990,1
1991,1
1992,1
1993,1
1994,3
1995,1
1996,2
1997,1
1998,1
1999,1
2000,1
2001,1
2002,2
2003,1
2004,3
2005,4
2006,1
2007,1
2008,3
2009,1
2010,3
2011,1
2012,2
2013,1
2014,2
2015,0
2016,1
2017,2
2018,0
2019,2
2020,4
2021,1
2022,2
2023,1
2024,1
2025,1
2026,3
2027,1
2028,2
2029,2
2030,1
2031,1
2032,2
2033,4
2034,2
2035,1
2036,1
2037,1
2038,3
2039,1
2040,1
2041,1
2042,1
2043,0
2044,2
2045,1
2046,1
2047,0
2048,3
2049,1
2050,3
2051,2
2052,2
2053,1
2054,1
2055,2
2056,1
2057,3
2058,1
2059,2
2060,2
2061,1
2062,1
2063,3
2064,1
2065,1
2066,2
2067,1
2068,1
2069,1
2070,1
2071,1
2072,1
2073,1
2074,4
2075,2
2076,1
2077,1
2078,1
2079,1
2080,1
2081,3
2082,2
2083,0
2084,0
2085,1
2086,2
2087,1
2088,1
2089,2
2090,3
2091,4
2092,1
2093,1
2094,1
2095,1
2096,2
2097,3
2098,1
2099,1
2100,2
2101,2
2102,2
2103,3
2104,1
2105,3
2106,1
2107,2
2108,4
2109,1
2110,1
2111,1
2112,3
2113,2
2114,1
2115,2
2116,4
2117,1
2118,1
2119,3
2120,0
2121,1
2122,2
2123,1
2124,2
2125,1
2126,3
2127,2
2128,1
2129,1
2130,2
2131,1
2132,3
2133,1
2134,2
2135,1
2136,1
2137,2
2138,1
2139,2
2140,1
2141,1
2142,1
2143,3
2144,1
2145,1
2146,1
2147,1
2148,1
2149,3
2150,2
2151,2
2152,2
2153,1
2154,1
2155,1
2156,1
2157,1
2158,3
2159,3
2160,1
2161,2
2162,1
2163,2
2164,1
2165,1
2166,3
2167,1
2168,1
2169,1
2170,1
2171,2
2172,1
2173,1
2174,1
2175,1
2176,2
2177,0
2178,4
2179,1
2180,0
2181,1
2182,1
2183,2
2184,1
2185,2
2186,2
2187,1
2188,1
2189,1
2190,1
2191,1
2192,1
2193,1
2194,2
2195,1
2196,3
2197,3
2198,3
2199,4
2200,1
2201,4
2202,2
2203,1
2204,1
2205,3
2206,1
2207,2
2208,1
2209,4
2210,1
2211,1
2212,1
2213,1
2214,2
2215,3
2216,2
2217,1
2218,1
2219,3
2220,3
2221,1
2222,2
2223,1
2224,1
2225,2
2226,3
2227,1
2228,0
2229,1
2230,3
2231,1
2232,4
2233,2
2234,1
2235,1
2236,1
2237,4
2238,4
2239,2
2240,1
2241,3
2242,3
2243,4
2244,1
2245,1
2246,1
2247,1
2248,2
2249,1
2250,3
2251,1
2252,3
2253,1
2254,2
2255,1
2256,0
2257,2
2258,1
2259,1
2260,1
2261,1
2262,2
2263,2
2264,4
2265,1
2266,3
2267,4
2268,3
2269,2
2270,3
2271,1
2272,1
2273,4
2274,2
2275,1
2276,2
2277,1
2278,1
2279,1
2280,1
2281,2
2282,1
2283,3
2284,2
2285,4
2286,1
2287,2
2288,1
2289,1
2290,1
2291,1
2292,1
2293,1
2294,2
2295,1
2296,1
2297,3
2298,2
2299,2
2300,1
2301,1
2302,2
2303,3
2304,0
2305,3
2306,1
2307,3
2308,2
2309,4
2310,1
2311,3
2312,1
2313,2
2314,1
2315,3
2316,4
2317,2
2318,2
2319,1
2320,1
2321,1
2322,3
2323,2
2324,1
2325,0
2326,4
2327,3
2328,3
2329,3
2330,2
2331,1
2332,1
2333,1
2334,1
2335,2
2336,3
2337,4
2338,1
2339,1
2340,2
2341,1
2342,1
2343,2
2344,1
2345,1
2346,2
2347,1
2348,0
2349,1
2350,1
2351,3
2352,1
2353,1
2354,4
2355,1
2356,2
2357,1
2358,1
2359,1
2360,1
2361,1
2362,1
2363,1
2364,1
2365,1
2366,1
2367,1
2368,1
2369,3
2370,3
2371,4
2372,1
2373,2
2374,1
2375,1
2376,2
2377,2
2378,1
2379,2
2380,2
2381,3
2382,2
2383,1
2384,1
2385,0
2386,1
2387,1
2388,1
2389,1
2390,1
2391,1
2392,1
2393,2
2394,2
2395,1
2396,2
2397,1
2398,1
2399,1
2400,1
2401,4
2402,1
2403,2
2404,1
2405,1
2406,2
2407,1
2408,3
2409,1
2410,1
2411,2
2412,2
2413,1
2414,1
2415,1
2416,2
2417,3
2418,1
2419,1
2420,1
2421,1
2422,1
2423,2
2424,3
2425,1
2426,2
2427,3
2428,3
2429,2
2430,1
2431,1
2432,2
2433,3
2434,1
2435,1
2436,0
2437,1
2438,1
2439,1
2440,1
2441,3
2442,2
2443,3
2444,2
2445,1
2446,1
2447,1
2448,1
2449,2
2450,1
2451,1
2452,1
2453,2
2454,2
2455,1
2456,1
2457,1
2458,1
2459,1
2460,1
2461,1
2462,3
2463,1
2464,2
2465,1
2466,1
2467,1
2468,1
2469,4
2470,0
2471,4
2472,3
2473,4
2474,2
2475,2
2476,1
2477,0
2478,1
2479,1
2480,1
2481,2
2482,1
2483,2
2484,3
2485,2
2486,2
2487,1
2488,1
2489,1
2490,2
2491,4
2492,1
2493,1
2494,1
2495,4
2496,1
2497,2
2498,3
2499,2
2500,2
2501,1
2502,2
2503,1
2504,3
2505,1
2506,2
2507,1
2508,2
2509,1
2510,4
2511,2
2512,1
2513,0
2514,1
2515,1
2516,3
2517,1
2518,1
2519,1
2520,1
2521,1
2522,3
2523,1
2524,4
2525,2
2526,1
2527,1
2528,1
2529,0
2530,1
2531,1
2532,2
2533,2
2534,1
2535,1
2536,1
2537,1
2538,1
2539,1
2540,1
2541,1
2542,2
2543,2
2544,2
2545,2
2546,1
2547,1
2548,2
2549,4
2550,3
2551,1
2552,1
2553,3
2554,0
2555,1
2556,1
2557,1
2558,1
2559,1
2560,1
2561,1
2562,1
2563,2
2564,1
2565,1
2566,3
2567,1
2568,1
2569,1
2570,1
2571,2
2572,3
2573,1
2574,1
2575,2
2576,2
2577,1
2578,1
2579,2
2580,1
2581,1
2582,1
2583,2
2584,1
2585,1
2586,1
2587,2
2588,1
2589,1
2590,3
2591,3
2592,2
2593,1
2594,1
2595,2
2596,2
2597,1
2598,1
2599,3
2600,3
2601,1
2602,1
2603,1
2604,3
2605,1
2606,1
2607,1
2608,3
2609,1
2610,2
2611,1
2612,2
2613,2
2614,1
2615,1
2616,1
2617,2
2618,3
2619,3
2620,3
2621,1
2622,2
2623,1
2624,1
2625,1
2626,1
2627,2
2628,2
2629,1
2630,1
2631,2
2632,3
2633,1
2634,1
2635,0
2636,2
2637,2
2638,3
2639,1
2640,2
2641,1
2642,1
2643,2
2644,0
2645,1
2646,1
2647,0
2648,1
2649,4
2650,2
2651,2
2652,3
2653,2
2654,3
2655,1
2656,1
2657,1
2658,3
2659,2
2660,3
2661,1
2662,1
2663,2
2664,1
2665,1
2666,1
2667,3
2668,1
2669,2
2670,1
2671,3
2672,1
2673,1
2674,2
2675,1
2676,3
2677,1
2678,1
2679,1
2680,1
2681,1
2682,0
2683,1
2684,1
2685,1
2686,2
2687,1
2688,1
2689,2
2690,3
2691,3
2692,1
2693,1
2694,3
2695,4
2696,2
2697,2
2698,1
2699,2
2700,3
2701,1
2702,1
2703,1
2704,3
2705,4
2706,1
2707,1
2708,4
2709,1
2710,3
2711,1
2712,1
2713,1
2714,1
2715,3
2716,1
2717,2
2718,4
2719,3
2720,0
2721,1
2722,3
2723,0
2724,1
2725,4
2726,2
2727,1
2728,1
2729,1
2730,0
2731,1
2732,3
2733,1
2734,2
2735,1
2736,1
2737,1
2738,3
2739,1
2740,2
2741,2
2742,2
2743,3
2744,2
2745,1
2746,3
2747,1
2748,1
2749,1
2750,1
2751,2
2752,4
2753,1
2754,1
2755,1
2756,0
2757,1
2758,1
2759,2
2760,2
2761,1
2762,1
2763,1
2764,0
2765,3
2766,1
2767,3
2768,2
2769,1
2770,1
2771,3
2772,0
2773,1
2774,1
2775,1
2776,2
2777,1
2778,0
2779,1
2780,1
2781,1
2782,1
2783,1
2784,1
2785,1
2786,2
2787,3
2788,1
2789,1
2790,3
2791,1
2792,1
2793,3
2794,1
2795,1
2796,3
2797,1
2798,4
2799,3
2800,2
2801,1
2802,1
2803,2
2804,3
2805,3
2806,4
2807,1
2808,2
2809,1
2810,1
2811,1
2812,2
2813,2
2814,1
2815,3
2816,1
2817,1
2818,1
2819,1
2820,2
2821,2
2822,1
2823,2
2824,1
2825,1
2826,1
2827,1
2828,2
2829,1
2830,4
2831,3
2832,2
2833,2
2834,1
2835,2
2836,1
2837,1
2838,1
2839,1
2840,1
2841,2
2842,1
2843,0
2844,1
2845,1
2846,2
2847,2
2848,1
2849,1
2850,4
2851,1
2852,1
2853,0
2854,1
2855,1
2856,1
2857,1
2858,1
2859,3
2860,1
2861,2
2862,0
2863,1
2864,1
2865,1
2866,0
2867,1
2868,1
2869,1
2870,1
2871,1
2872,4
2873,4
2874,4
2875,0
2876,1
2877,2
2878,2
2879,4
2880,3
2881,2
2882,3
2883,3
2884,4
2885,1
2886,1
2887,2
2888,2
2889,1
2890,1
2891,1
2892,2
2893,1
2894,1
2895,1
2896,2
2897,4
2898,1
2899,3
2900,1
2901,1
2902,1
2903,1
2904,1
2905,1
2906,1
2907,1
2908,1
2909,1
2910,2
2911,1
2912,1
2913,1
2914,2
2915,1
2916,1
2917,0
2918,1
2919,1
2920,1
2921,3
2922,2
2923,1
2924,1
2925,1
2926,1
2927,1
2928,2
2929,2
2930,1
2931,1
2932,2
2933,3
2934,4
2935,4
2936,3
2937,1
2938,1
2939,1
2940,1
2941,2
2942,3
2943,0
2944,1
2945,0
2946,3
2947,3
2948,1
2949,1
2950,2
2951,1
2952,1
2953,1
2954,1
2955,3
2956,1
2957,1
2958,1
2959,1
2960,1
2961,0
2962,1
2963,1
2964,1
2965,1
2966,4
2967,0
2968,1
2969,1
2970,1
2971,1
2972,1
2973,1
2974,1
2975,1
2976,4
2977,1
2978,1
2979,4
2980,2
2981,1
2982,1
2983,2
2984,1
2985,1
2986,1
2987,3
2988,2
2989,0
2990,2
2991,1
2992,1
2993,0
2994,1
2995,1
2996,1
